date,ticker,liquidity_tier,market_cap_bucket,region,sector,return,realized_vol,turnover_usd_m,spread_bps,stress_regime,log_turnover
2024-03-28,STK28,Medium,Large,US,Tech,-0.04216,0.02178,52.35,20.76,Calm,3.9579519373165457
2024-03-28,STK29,Low,Small,Asia,Industrials,0.01466,0.0306,15.6,35.95,Calm,2.747270914255491
2024-03-28,STK30,Medium,Small,Asia,Industrials,-0.04976,0.03445,49.03,25.74,Calm,3.892432355663142
2024-03-29,STK01,High,Mid,Europe,Healthcare,-0.00537,0.02221,164.53,13.94,Calm,5.103092924398559
2024-03-29,STK02,Medium,Small,Europe,Healthcare,0.08055,0.03157,48.37,22.96,Calm,3.878879786834892
2024-03-29,STK03,High,Large,Europe,Tech,0.00406,0.01516,119.06,13.36,Calm,4.779627567725244
2024-03-29,STK04,Medium,Mid,US,Healthcare,-0.02435,0.02182,47.27,21.32,Calm,3.855875844805145
2024-03-29,STK05,Medium,Large,Europe,Financials,-0.00831,0.02484,46.85,23.18,Calm,3.846951008684431
2024-03-29,STK06,Low,Mid,Asia,Tech,-0.00343,0.02133,17.67,31.82,Calm,2.871868286331605
2024-03-29,STK07,High,Mid,US,Healthcare,-0.01222,0.02117,162.17,12.88,Calm,5.088645167731283
2024-03-29,STK08,Medium,Large,Europe,Healthcare,0.00883,0.0157,70.99,18.2,Calm,4.262539022051294
2024-03-29,STK09,High,Small,Europe,Financials,-0.0427,0.0313,116.66,15.83,Calm,4.759263721325492
2024-03-29,STK10,Low,Small,Asia,Industrials,0.00354,0.03097,14.45,37.46,Calm,2.670694414558441
2024-03-29,STK11,High,Large,Europe,Financials,-0.01905,0.01952,136.14,12.9,Calm,4.913683768019805
2024-03-29,STK12,Medium,Mid,Asia,Tech,0.01592,0.02454,42.29,19.26,Calm,3.7445506514843974
2024-03-29,STK13,Low,Mid,US,Tech,0.00032,0.01928,22.25,34.16,Calm,3.1023420086122493
2024-03-29,STK14,Medium,Mid,US,Healthcare,-0.02696,0.02538,51.44,24.36,Calm,3.940416079929364
2024-03-29,STK15,High,Mid,Asia,Healthcare,0.02577,0.02237,143.18,14.54,Calm,4.964102579968039
2024-03-29,STK16,High,Mid,Asia,Financials,0.00595,0.0211,202.99,16.64,Calm,5.313156716744676
2024-03-29,STK17,Medium,Small,Asia,Tech,-0.03943,0.03005,66.68,21.93,Calm,4.199905057882593
2024-03-29,STK18,Low,Large,Asia,Industrials,0.00025,0.02216,21.2,33.15,Calm,3.054001181677967
2024-03-29,STK19,High,Large,Europe,Financials,0.01031,0.01123,115.37,10.98,Calm,4.748144354939198
2024-03-29,STK20,Medium,Small,US,Tech,-0.04698,0.03138,57.18,24.43,Calm,4.046204186894165
2024-03-29,STK21,Medium,Mid,Asia,Industrials,0.05119,0.02416,57.94,23.41,Calm,4.059407992341204
2024-03-29,STK22,High,Mid,Europe,Industrials,0.00299,0.01732,109.8,12.75,Calm,4.69866052907543
2024-03-29,STK23,Medium,Mid,Europe,Tech,-0.02471,0.02243,46.69,23.03,Calm,3.8435300089828455
2024-03-29,STK24,Medium,Small,US,Financials,-0.03105,0.02527,38.32,22.52,Calm,3.6459719531026598
2024-03-29,STK25,High,Small,Asia,Tech,0.02468,0.02825,116.1,15.69,Calm,4.754451888703846
2024-03-29,STK26,Medium,Small,Europe,Industrials,-0.00068,0.02821,64.56,22.65,Calm,4.1675950239616935
2024-03-29,STK27,Medium,Large,Asia,Industrials,-0.00687,0.0167,49.41,20.95,Calm,3.9001528328576587
2024-03-29,STK28,Medium,Large,US,Tech,-0.01157,0.01995,40.4,22.27,Calm,3.6988297849671046
2024-03-29,STK29,Low,Small,Asia,Industrials,-0.03572,0.03095,20.1,37.84,Calm,3.0007198150650303
2024-03-29,STK30,Medium,Small,Asia,Industrials,-0.03314,0.02396,42.43,20.73,Calm,3.7478556592142334
2024-04-01,STK01,High,Mid,Europe,Healthcare,-0.02193,0.03672,124.89,21.97,Stress,4.827433349874994
2024-04-01,STK02,Medium,Small,Europe,Healthcare,0.03796,0.04769,47.93,30.73,Stress,3.86974161317154
2024-04-01,STK03,High,Large,Europe,Tech,0.02715,0.03209,234.4,19.92,Stress,5.457029057702858
2024-04-01,STK04,Medium,Mid,US,Healthcare,0.02964,0.03998,50.56,29.18,Stress,3.923160749838602
2024-04-01,STK05,Medium,Large,Europe,Financials,-0.0874,0.03446,40.48,27.57,Stress,3.70080802497921
2024-04-01,STK06,Low,Mid,Asia,Tech,-0.06516,0.03852,21.58,41.26,Stress,3.0717669598299886
2024-04-01,STK07,High,Mid,US,Healthcare,0.00394,0.03344,124.94,20.7,Stress,4.827833622065424
2024-04-01,STK08,Medium,Large,Europe,Healthcare,0.03846,0.03449,101.59,27.51,Stress,4.620945105103454
2024-04-01,STK09,High,Small,Europe,Financials,-0.0643,0.04024,92.63,23.34,Stress,4.5286130632659365
2024-04-01,STK10,Low,Small,Asia,Industrials,0.07427,0.04278,18.96,40.65,Stress,2.942331496826876
2024-04-01,STK11,High,Large,Europe,Financials,-0.02268,0.03112,93.5,22.27,Stress,4.537961436294641
2024-04-01,STK12,Medium,Mid,Asia,Tech,0.0138,0.04001,47.95,29.52,Stress,3.8701588013294472
2024-04-01,STK13,Low,Mid,US,Tech,0.02036,0.03851,27.92,40.72,Stress,3.329343277894172
2024-04-01,STK14,Medium,Mid,US,Healthcare,-0.05633,0.03897,60.56,29.32,Stress,4.103634609129194
2024-04-01,STK15,High,Mid,Asia,Healthcare,0.04924,0.03853,142.29,22.3,Stress,4.9578672285576
2024-04-01,STK16,High,Mid,Asia,Financials,0.0103,0.03245,212.37,20.71,Stress,5.358330036454207
2024-04-01,STK17,Medium,Small,Asia,Tech,0.01391,0.04155,37.97,30.86,Stress,3.636796374243711
2024-04-01,STK18,Low,Large,Asia,Industrials,-0.05359,0.03476,21.93,37.73,Stress,3.0878555624297968
2024-04-01,STK19,High,Large,Europe,Financials,-0.03633,0.03889,107.15,24.92,Stress,4.674229721919586
2024-04-01,STK20,Medium,Small,US,Tech,0.06717,0.04219,67.34,29.25,Stress,4.209754413732928
2024-04-01,STK21,Medium,Mid,Asia,Industrials,0.02435,0.03696,64.63,28.51,Stress,4.168678699274804
2024-04-01,STK22,High,Mid,Europe,Industrials,-0.02536,0.04147,136.25,25.74,Stress,4.914491433543353
2024-04-01,STK23,Medium,Mid,Europe,Tech,0.00834,0.03903,65.09,28.12,Stress,4.175770927584296
2024-04-01,STK24,Medium,Small,US,Financials,0.00625,0.04276,46.54,31.42,Stress,3.8403121578741457
2024-04-01,STK25,High,Small,Asia,Tech,-0.01563,0.04252,138.41,23.84,Stress,4.930220294908611
2024-04-01,STK26,Medium,Small,Europe,Industrials,-0.06082,0.04315,49.04,34.2,Stress,3.892636291627956
2024-04-01,STK27,Medium,Large,Asia,Industrials,-0.0409,0.03098,50.76,29.99,Stress,3.927108642846187
2024-04-01,STK28,Medium,Large,US,Tech,0.04205,0.03401,61.29,28.49,Stress,4.11561669749764
2024-04-01,STK29,Low,Small,Asia,Industrials,-0.08646,0.04638,20.58,44.01,Stress,3.0243197304059035
2024-04-01,STK30,Medium,Small,Asia,Industrials,-0.07253,0.04303,47.23,30.82,Stress,3.8550292839080256
2024-04-02,STK01,High,Mid,Europe,Healthcare,-0.02608,0.03069,146.12,19.11,Stress,4.984428201927082
2024-04-02,STK02,Medium,Small,Europe,Healthcare,0.07057,0.04525,66.72,32.49,Stress,4.200504758050491
2024-04-02,STK03,High,Large,Europe,Tech,0.02198,0.02946,204.81,18.17,Stress,5.322082720098298
2024-04-02,STK04,Medium,Mid,US,Healthcare,0.03241,0.0343,45.65,29.39,Stress,3.8210036070409776
2024-04-02,STK05,Medium,Large,Europe,Financials,0.01819,0.03453,60.78,28.4,Stress,4.107260787488647
2024-04-02,STK06,Low,Mid,Asia,Tech,0.03092,0.03669,26.38,40.69,Stress,3.2726061472891685
2024-04-02,STK07,High,Mid,US,Healthcare,0.00855,0.0309,136.25,19.05,Stress,4.914491433543353
2024-04-02,STK08,Medium,Large,Europe,Healthcare,0.02777,0.03671,51.16,29.29,Stress,3.934957976710642
2024-04-02,STK09,High,Small,Europe,Financials,-0.10307,0.03558,123.57,22.56,Stress,4.816807797116099
2024-04-02,STK10,Low,Small,Asia,Industrials,0.01454,0.03885,30.34,41.94,Stress,3.4124669739203863
2024-04-02,STK11,High,Large,Europe,Financials,-0.01087,0.03443,148.58,22.28,Stress,5.001123533723661
2024-04-02,STK12,Medium,Mid,Asia,Tech,0.05497,0.03613,49.18,30.55,Stress,3.8954870367880465
2024-04-02,STK13,Low,Mid,US,Tech,0.05098,0.03992,20.81,40.8,Stress,3.035433640405543
2024-04-02,STK14,Medium,Mid,US,Healthcare,0.01593,0.03741,62.53,28.25,Stress,4.1356464415792065
2024-04-02,STK15,High,Mid,Asia,Healthcare,0.05305,0.03253,164.99,22.63,Stress,5.105884866003353
2024-04-02,STK16,High,Mid,Asia,Financials,0.08111,0.03791,99.67,23.25,Stress,4.601864728979365
2024-04-02,STK17,Medium,Small,Asia,Tech,0.02418,0.03918,56.75,31.35,Stress,4.038655656361512
2024-04-02,STK18,Low,Large,Asia,Industrials,0.04801,0.03922,19.18,40.77,Stress,2.953868069455292
2024-04-02,STK19,High,Large,Europe,Financials,0.02921,0.02819,134.04,19.89,Stress,4.89813826286911
2024-04-02,STK20,Medium,Small,US,Tech,0.053,0.04362,64.57,30.22,Stress,4.167749906638376
2024-04-02,STK21,Medium,Mid,Asia,Industrials,-0.06211,0.04786,68.47,31.92,Stress,4.226395693132972
2024-04-02,STK22,High,Mid,Europe,Industrials,-0.00054,0.03387,133.47,20.92,Stress,4.89387673348606
2024-04-02,STK23,Medium,Mid,Europe,Tech,-0.04968,0.04112,78.67,29.53,Stress,4.365261888341151
2024-04-02,STK24,Medium,Small,US,Financials,0.03262,0.04579,56.9,29.43,Stress,4.041295341132285
2024-04-02,STK25,High,Small,Asia,Tech,-0.00495,0.04486,76.77,24.31,Stress,4.3408139388398075
2024-04-02,STK26,Medium,Small,Europe,Industrials,0.03198,0.04398,50.63,30.19,Stress,3.924544285981818
2024-04-02,STK27,Medium,Large,Asia,Industrials,-0.04108,0.03038,65.96,25.63,Stress,4.189048497691398
2024-04-02,STK28,Medium,Large,US,Tech,-0.01813,0.03405,61.35,29.2,Stress,4.116595171156921
2024-04-02,STK29,Low,Small,Asia,Industrials,0.0493,0.0394,32.38,38.92,Stress,3.477540948249489
2024-04-02,STK30,Medium,Small,Asia,Industrials,-0.03735,0.04574,71.42,30.32,Stress,4.268577942166303
2024-04-03,STK01,High,Mid,Europe,Healthcare,0.01198,0.01845,95.14,14.9,Calm,4.555349491004136
2024-04-03,STK02,Medium,Small,Europe,Healthcare,0.03803,0.02519,58.62,22.73,Calm,4.071075935282746
2024-04-03,STK03,High,Large,Europe,Tech,0.01964,0.02004,157.66,14.6,Calm,5.060440815631762
2024-04-03,STK04,Medium,Mid,US,Healthcare,-0.0045,0.01847,48.02,20.59,Calm,3.8716175907931074
2024-04-03,STK05,Medium,Large,Europe,Financials,-0.00348,0.01967,58.01,21.13,Calm,4.060615409477973
2024-04-03,STK06,Low,Mid,Asia,Tech,-0.0205,0.02013,26.05,32.76,Calm,3.260017768199376
2024-04-03,STK07,High,Mid,US,Healthcare,-0.00432,0.02176,78.25,15.35,Calm,4.359908829420263
2024-04-03,STK08,Medium,Large,Europe,Healthcare,0.01174,0.01661,73.56,18.06,Calm,4.298101399736121
2024-04-03,STK09,High,Small,Europe,Financials,-0.03957,0.0349,158.4,18.14,Calm,5.0651234793803255
2024-04-03,STK10,Low,Small,Asia,Industrials,-0.01745,0.02425,17.86,33.64,Calm,2.882563575448353
2024-04-03,STK11,High,Large,Europe,Financials,-0.02148,0.01736,117.95,14.15,Calm,4.770260805853684
2024-04-03,STK12,Medium,Mid,Asia,Tech,0.03726,0.02029,47.56,20.93,Calm,3.861992071822581
2024-04-03,STK13,Low,Mid,US,Tech,0.01257,0.02303,13.23,35.55,Calm,2.5824869781268642
2024-04-03,STK14,Medium,Mid,US,Healthcare,-0.0235,0.02196,36.55,24.23,Calm,3.5986811861957873
2024-04-03,STK15,High,Mid,Asia,Healthcare,0.04151,0.02432,127.21,16.16,Calm,4.845839264168119
2024-04-03,STK16,High,Mid,Asia,Financials,-0.01516,0.02402,105.23,16.89,Calm,4.656148430752721
2024-04-03,STK17,Medium,Small,Asia,Tech,0.00148,0.02883,35.83,22.84,Calm,3.5787855313168624
2024-04-03,STK18,Low,Large,Asia,Industrials,-0.01593,0.01944,12.94,34.71,Calm,2.5603232890727545
2024-04-03,STK19,High,Large,Europe,Financials,0.00168,0.02218,110.81,13.64,Calm,4.707817022948234
2024-04-03,STK20,Medium,Small,US,Tech,-0.00388,0.02559,67.98,22.08,Calm,4.21921354426797
2024-04-03,STK21,Medium,Mid,Asia,Industrials,0.00985,0.02411,38.5,21.07,Calm,3.6506582412937387
2024-04-03,STK22,High,Mid,Europe,Industrials,0.01,0.01904,91.91,15.34,Calm,4.5208098373700185
2024-04-03,STK23,Medium,Mid,Europe,Tech,0.03299,0.01857,42.4,19.8,Calm,3.7471483622379123
2024-04-03,STK24,Medium,Small,US,Financials,-0.04212,0.03105,44.56,24.98,Calm,3.7968365956190286
2024-04-03,STK25,High,Small,Asia,Tech,-0.00256,0.02632,124.21,16.57,Calm,4.821973681556102
2024-04-03,STK26,Medium,Small,Europe,Industrials,-0.00861,0.02908,50.48,23.32,Calm,3.9215772182329576
2024-04-03,STK27,Medium,Large,Asia,Industrials,0.00338,0.01706,52.46,20.58,Calm,3.9600509744387278
2024-04-03,STK28,Medium,Large,US,Tech,0.02178,0.0148,38.56,20.49,Calm,3.652215469742345
2024-04-03,STK29,Low,Small,Asia,Industrials,-0.03273,0.02879,17.86,36.01,Calm,2.882563575448353
2024-04-03,STK30,Medium,Small,Asia,Industrials,-0.00538,0.03226,51.86,23.56,Calm,3.9485477801105184
2024-04-04,STK01,High,Mid,Europe,Healthcare,0.01536,0.02678,115.03,16.42,Calm,4.745192963907919
2024-04-04,STK02,Medium,Small,Europe,Healthcare,-0.04137,0.02662,51.96,23.11,Calm,3.9504741918023987
2024-04-04,STK03,High,Large,Europe,Tech,0.0007,0.0196,119.62,14.34,Calm,4.784320051616411
2024-04-04,STK04,Medium,Mid,US,Healthcare,-0.00808,0.02362,69.15,20.08,Calm,4.236278058110767
2024-04-04,STK05,Medium,Large,Europe,Financials,0.05739,0.02084,55.82,21.6,Calm,4.022132228108176
2024-04-04,STK06,Low,Mid,Asia,Tech,-0.02451,0.02469,26.27,33.23,Calm,3.2684276036974484
2024-04-04,STK07,High,Mid,US,Healthcare,0.00883,0.0219,144.57,15.12,Calm,4.973763819320351
2024-04-04,STK08,Medium,Large,Europe,Healthcare,0.01319,0.0182,45.08,20.45,Calm,3.8084386891715756
2024-04-04,STK09,High,Small,Europe,Financials,-0.02041,0.03137,94.09,18.67,Calm,4.544251771018675
2024-04-04,STK10,Low,Small,Asia,Industrials,-0.01265,0.03025,18.87,37.87,Calm,2.9375733593804587
2024-04-04,STK11,High,Large,Europe,Financials,-0.00141,0.01938,140.81,12.9,Calm,4.94741146392922
2024-04-04,STK12,Medium,Mid,Asia,Tech,0.02451,0.02204,43.53,21.28,Calm,3.773450355564206
2024-04-04,STK13,Low,Mid,US,Tech,-0.0294,0.02105,22.81,33.3,Calm,3.1271990362962967
2024-04-04,STK14,Medium,Mid,US,Healthcare,-0.01238,0.0244,34.76,23.66,Calm,3.548467300397191
2024-04-04,STK15,High,Mid,Asia,Healthcare,0.0212,0.02287,87.55,15.61,Calm,4.472210058731861
2024-04-04,STK16,High,Mid,Asia,Financials,0.00979,0.02042,103.96,15.12,Calm,4.6440062097732895
2024-04-04,STK17,Medium,Small,Asia,Tech,0.01501,0.02154,81.93,21.32,Calm,4.4058652241537235
2024-04-04,STK18,Low,Large,Asia,Industrials,-0.01041,0.01841,12.45,34.77,Calm,2.5217206229107165
2024-04-04,STK19,High,Large,Europe,Financials,-0.01587,0.02048,114.56,14.76,Calm,4.7410987032123355
2024-04-04,STK20,Medium,Small,US,Tech,0.07035,0.03144,36.78,27.45,Calm,3.604954219176175
2024-04-04,STK21,Medium,Mid,Asia,Industrials,0.03236,0.02774,68.09,22.57,Calm,4.220830359494875
2024-04-04,STK22,High,Mid,Europe,Industrials,0.02546,0.02255,82.06,17.27,Calm,4.40745068701404
2024-04-04,STK23,Medium,Mid,Europe,Tech,-0.04143,0.02275,36.44,21.64,Calm,3.5956670723917576
2024-04-04,STK24,Medium,Small,US,Financials,-0.02673,0.03168,33.15,25.38,Calm,3.5010427166318716
2024-04-04,STK25,High,Small,Asia,Tech,0.02059,0.02456,128.43,15.09,Calm,4.855384008824965
2024-04-04,STK26,Medium,Small,Europe,Industrials,-0.0547,0.02504,40.96,19.9,Calm,3.7125959807312525
2024-04-04,STK27,Medium,Large,Asia,Industrials,-0.01997,0.02424,83.34,21.53,Calm,4.422928625994308
2024-04-04,STK28,Medium,Large,US,Tech,0.00427,0.01795,61.58,19.47,Calm,4.120337142496354
2024-04-04,STK29,Low,Small,Asia,Industrials,0.00845,0.0288,17.18,35.23,Calm,2.8437459165561094
2024-04-04,STK30,Medium,Small,Asia,Industrials,0.0033,0.02591,55.42,21.91,Calm,4.014940539434832
2024-04-05,STK01,High,Mid,Europe,Healthcare,-0.01115,0.02371,152.28,12.93,Calm,5.0257209315142966
2024-04-05,STK02,Medium,Small,Europe,Healthcare,-0.00291,0.0303,80.06,20.81,Calm,4.382776353564427
2024-04-05,STK03,High,Large,Europe,Tech,0.00816,0.02458,99.44,15.53,Calm,4.599554447202456
2024-04-05,STK04,Medium,Mid,US,Healthcare,0.03289,0.02477,73.22,22.28,Calm,4.29346860769209
2024-04-05,STK05,Medium,Large,Europe,Financials,-0.02218,0.01913,41.13,20.83,Calm,3.716737782242333
2024-04-05,STK06,Low,Mid,Asia,Tech,0.0128,0.02566,17.98,34.04,Calm,2.8892600290434745
2024-04-05,STK07,High,Mid,US,Healthcare,0.02409,0.02078,146.7,13.73,Calm,4.9883896851489355
2024-04-05,STK08,Medium,Large,Europe,Healthcare,0.01416,0.01904,57.97,20.7,Calm,4.059925635351641
2024-04-05,STK09,High,Small,Europe,Financials,-0.00268,0.03054,79.83,18.95,Calm,4.379899373657707
2024-04-05,STK10,Low,Small,Asia,Industrials,-0.02981,0.03258,23.53,35.14,Calm,3.158276202739271
2024-04-05,STK11,High,Large,Europe,Financials,-0.00395,0.02218,112.17,16.1,Calm,4.720015577657132
2024-04-05,STK12,Medium,Mid,Asia,Tech,-0.0102,0.02728,55.03,23.22,Calm,4.007878491071668
2024-04-05,STK13,Low,Mid,US,Tech,0.01323,0.02491,26.68,33.56,Calm,3.283914221047423
2024-04-05,STK14,Medium,Mid,US,Healthcare,0.02927,0.02435,51.07,24.25,Calm,3.9331972406595526
2024-04-05,STK15,High,Mid,Asia,Healthcare,-0.00423,0.02445,127.66,14.63,Calm,4.849370479827911
2024-04-05,STK16,High,Mid,Asia,Financials,-0.02789,0.02514,149.67,16.4,Calm,5.008432870541055
2024-04-05,STK17,Medium,Small,Asia,Tech,0.04429,0.03315,48.41,23.55,Calm,3.879706403951603
2024-04-05,STK18,Low,Large,Asia,Industrials,0.01888,0.0246,21.15,34.96,Calm,3.0516399054922867
2024-04-05,STK19,High,Large,Europe,Financials,0.04904,0.0244,145.16,13.73,Calm,4.977836582344869
2024-04-05,STK20,Medium,Small,US,Tech,0.01687,0.03341,43.58,23.76,Calm,3.774598329516474
2024-04-05,STK21,Medium,Mid,Asia,Industrials,-0.01324,0.02338,53.76,22.71,Calm,3.984529696214894
2024-04-05,STK22,High,Mid,Europe,Industrials,0.00305,0.02087,133.25,13.78,Calm,4.892227063045954
2024-04-05,STK23,Medium,Mid,Europe,Tech,0.01223,0.02018,46.48,22.03,Calm,3.8390221125436557
2024-04-05,STK24,Medium,Small,US,Financials,0.01562,0.02785,36.96,23.76,Calm,3.6098362467734835
2024-04-05,STK25,High,Small,Asia,Tech,0.04722,0.03143,106.46,17.98,Calm,4.667769327744611
2024-04-05,STK26,Medium,Small,Europe,Industrials,0.06301,0.03083,32.91,25.06,Calm,3.4937765629552486
2024-04-05,STK27,Medium,Large,Asia,Industrials,0.00157,0.01635,49.87,19.71,Calm,3.9094196195580313
2024-04-05,STK28,Medium,Large,US,Tech,0.02656,0.0208,65.82,20.88,Calm,4.186923743515194
2024-04-05,STK29,Low,Small,Asia,Industrials,-0.05426,0.02986,18.14,35.19,Calm,2.8981194446869907
2024-04-05,STK30,Medium,Small,Asia,Industrials,0.02132,0.03104,82.72,23.88,Calm,4.415461410760119
2024-04-08,STK01,High,Mid,Europe,Healthcare,0.03263,0.02193,154.77,16.98,Calm,5.041940143924668
2024-04-08,STK02,Medium,Small,Europe,Healthcare,-0.02342,0.03108,49.94,24.35,Calm,3.910822284851627
2024-04-08,STK03,High,Large,Europe,Tech,-0.00418,0.01432,91.29,13.08,Calm,4.514041252576989
2024-04-08,STK04,Medium,Mid,US,Healthcare,-0.02141,0.01825,49.04,20.16,Calm,3.892636291627956
2024-04-08,STK05,Medium,Large,Europe,Financials,0.01626,0.01755,45.68,19.72,Calm,3.821660565347755
2024-04-08,STK06,Low,Mid,Asia,Tech,0.00163,0.01695,12.05,33.66,Calm,2.489064659936664
2024-04-08,STK07,High,Mid,US,Healthcare,-0.00017,0.02387,105.75,14.42,Calm,4.661077817926388
2024-04-08,STK08,Medium,Large,Europe,Healthcare,-0.00092,0.01734,72.95,19.28,Calm,4.289774274968795
2024-04-08,STK09,High,Small,Europe,Financials,0.02332,0.03609,115.25,19.51,Calm,4.747103681876758
2024-04-08,STK10,Low,Small,Asia,Industrials,0.0031,0.03086,21.29,36.07,Calm,3.058237478905388
2024-04-08,STK11,High,Large,Europe,Financials,0.0205,0.01693,131.26,15.77,Calm,4.877180089045576
2024-04-08,STK12,Medium,Mid,Asia,Tech,-0.00614,0.02357,61.31,20.62,Calm,4.115942961774596
2024-04-08,STK13,Low,Mid,US,Tech,-0.01233,0.0255,28.72,32.69,Calm,3.3575937441800234
2024-04-08,STK14,Medium,Mid,US,Healthcare,0.00604,0.0292,50.71,25.74,Calm,3.926123129806928
2024-04-08,STK15,High,Mid,Asia,Healthcare,0.03177,0.0234,112.1,16.45,Calm,4.719391330078114
2024-04-08,STK16,High,Mid,Asia,Financials,-0.00253,0.01956,110.79,15.35,Calm,4.707636517532581
2024-04-08,STK17,Medium,Small,Asia,Tech,-0.01222,0.02718,63.71,23.94,Calm,4.154341536128396
2024-04-08,STK18,Low,Large,Asia,Industrials,0.0024,0.0193,14.64,32.6,Calm,2.6837575085331657
2024-04-08,STK19,High,Large,Europe,Financials,-0.01997,0.01876,95.02,13.35,Calm,4.554087395758775
2024-04-08,STK20,Medium,Small,US,Tech,-0.05594,0.03003,30.27,23.56,Calm,3.410157123033627
2024-04-08,STK21,Medium,Mid,Asia,Industrials,0.03921,0.02392,31.54,23.01,Calm,3.451256581534892
2024-04-08,STK22,High,Mid,Europe,Industrials,-0.02738,0.02768,77.04,17.34,Calm,4.34432476748987
2024-04-08,STK23,Medium,Mid,Europe,Tech,0.01144,0.01908,48.12,22.28,Calm,3.873697891106478
2024-04-08,STK24,Medium,Small,US,Financials,-0.01996,0.02652,59.04,19.86,Calm,4.078215180292217
2024-04-08,STK25,High,Small,Asia,Tech,-0.00371,0.02619,123.39,15.75,Calm,4.815350070910442
2024-04-08,STK26,Medium,Small,Europe,Industrials,0.0042,0.02814,49.78,23.93,Calm,3.907613296939446
2024-04-08,STK27,Medium,Large,Asia,Industrials,-0.0099,0.01781,54.73,21.22,Calm,4.0024120051558265
2024-04-08,STK28,Medium,Large,US,Tech,0.03336,0.01848,66.18,18.8,Calm,4.192378302493466
2024-04-08,STK29,Low,Small,Asia,Industrials,0.05392,0.02464,18.16,33.39,Calm,2.8992213731731473
2024-04-08,STK30,Medium,Small,Asia,Industrials,0.0026,0.02715,43.67,22.79,Calm,3.7766613674974696
2024-04-09,STK01,High,Mid,Europe,Healthcare,0.00039,0.02213,50.07,16.16,Calm,3.9134220263418533
2024-04-09,STK02,Medium,Small,Europe,Healthcare,0.02583,0.03164,68.66,23.53,Calm,4.229166788029546
2024-04-09,STK03,High,Large,Europe,Tech,-0.01803,0.01522,146.59,12.06,Calm,4.98763957430194
2024-04-09,STK04,Medium,Mid,US,Healthcare,0.03288,0.02197,70.25,21.23,Calm,4.2520603082138555
2024-04-09,STK05,Medium,Large,Europe,Financials,0.00367,0.01628,64.32,18.77,Calm,4.163870624870711
2024-04-09,STK06,Low,Mid,Asia,Tech,-0.01713,0.02318,23.36,33.76,Calm,3.151025157960026
2024-04-09,STK07,High,Mid,US,Healthcare,-0.04619,0.02517,186.55,14.6,Calm,5.228699299667167
2024-04-09,STK08,Medium,Large,Europe,Healthcare,0.01114,0.02002,45.57,21.0,Calm,3.8192496052757914
2024-04-09,STK09,High,Small,Europe,Financials,0.03991,0.02716,113.13,16.24,Calm,4.728537599938376
2024-04-09,STK10,Low,Small,Asia,Industrials,0.00398,0.02862,14.54,34.87,Calm,2.6769034721053733
2024-04-09,STK11,High,Large,Europe,Financials,0.01036,0.01514,81.88,14.15,Calm,4.405254760793088
2024-04-09,STK12,Medium,Mid,Asia,Tech,0.0129,0.02142,53.27,21.51,Calm,3.9753733209289077
2024-04-09,STK13,Low,Mid,US,Tech,0.01261,0.02434,10.32,36.0,Calm,2.334083760053417
2024-04-09,STK14,Medium,Mid,US,Healthcare,0.00172,0.02129,49.95,22.26,Calm,3.9110225050945626
2024-04-09,STK15,High,Mid,Asia,Healthcare,-0.00536,0.02705,160.38,15.83,Calm,5.0775459993788825
2024-04-09,STK16,High,Mid,Asia,Financials,0.00309,0.01397,111.52,11.06,Calm,4.714203947012214
2024-04-09,STK17,Medium,Small,Asia,Tech,-0.00076,0.02898,58.91,24.92,Calm,4.076010855533596
2024-04-09,STK18,Low,Large,Asia,Industrials,-0.01426,0.02537,20.98,32.77,Calm,3.043569602968151
2024-04-09,STK19,High,Large,Europe,Financials,-0.00519,0.01741,140.31,12.26,Calm,4.943854260405905
2024-04-09,STK20,Medium,Small,US,Tech,0.01798,0.02804,44.25,24.43,Calm,3.7898553714539385
2024-04-09,STK21,Medium,Mid,Asia,Industrials,-0.0355,0.02603,45.57,24.29,Calm,3.8192496052757914
2024-04-09,STK22,High,Mid,Europe,Industrials,0.02208,0.01836,89.33,14.19,Calm,4.492337377713747
2024-04-09,STK23,Medium,Mid,Europe,Tech,0.01187,0.02072,43.94,21.16,Calm,3.7828250669564643
2024-04-09,STK24,Medium,Small,US,Financials,-0.01549,0.02709,43.32,21.62,Calm,3.76861442213279
2024-04-09,STK25,High,Small,Asia,Tech,0.03963,0.03206,123.78,16.75,Calm,4.818505796311215
2024-04-09,STK26,Medium,Small,Europe,Industrials,0.0015,0.02677,70.6,24.04,Calm,4.257030144499196
2024-04-09,STK27,Medium,Large,Asia,Industrials,-0.00454,0.01403,87.74,18.96,Calm,4.474377895738068
2024-04-09,STK28,Medium,Large,US,Tech,-0.01417,0.02139,59.0,22.69,Calm,4.07753744390572
2024-04-09,STK29,Low,Small,Asia,Industrials,-0.00068,0.02948,14.72,37.31,Calm,2.6892071133007303
2024-04-09,STK30,Medium,Small,Asia,Industrials,-0.0255,0.02937,47.72,23.4,Calm,3.8653505972297153
2024-04-10,STK01,High,Mid,Europe,Healthcare,0.01199,0.02773,105.28,17.27,Calm,4.656623467577007
2024-04-10,STK02,Medium,Small,Europe,Healthcare,-0.02287,0.02929,33.8,22.77,Calm,3.520460802488973
2024-04-10,STK03,High,Large,Europe,Tech,-0.00038,0.01285,172.05,12.37,Calm,5.14778513224349
